--- Quran Word Frequency Analysis ---
Source: d:\Corporate Identity\Branding Assets\quran\quran_universal.parquet
Total Words Count: 82,456
Unique Words Count: 15,776

Top Frequent Words:
Rank   | Word                 | Count      | Frequency 
14039  | امرئۭ                | 1          | 0.0012%
14040  | رهينۭ                | 1          | 0.0012%
14041  | وامددنهم             | 1          | 0.0012%
14042  | ولحمۢ                | 1          | 0.0012%
14043  | لغوۭ                 | 1          | 0.0012%
14044  | تاثيمۭ               | 1          | 0.0012%
14045  | غلمانۭ               | 1          | 0.0012%
14046  | لؤلؤۭ                | 1          | 0.0012%
14047  | ووقينا               | 1          | 0.0012%
14048  | ندعوه                | 1          | 0.0012%
14049  | بكاهنۢ               | 1          | 0.0012%
14050  | المنون               | 1          | 0.0012%
14051  | تربصوا۟              | 1          | 0.0012%
14052  | المتربصين            | 1          | 0.0012%
14053  | تامرهم               | 1          | 0.0012%
14054  | احلمهم               | 1          | 0.0012%
14055  | تقولهۥ               | 1          | 0.0012%
14056  | بحديثۢ               | 1          | 0.0012%
14057  | المصۣيطرون           | 1          | 0.0012%
14058  | فليات                | 1          | 0.0012%
14059  | مستمعهم              | 1          | 0.0012%
14060  | المكيدون             | 1          | 0.0012%
14061  | ساقطۭا               | 1          | 0.0012%
14062  | مركومۭ               | 1          | 0.0012%
14063  | يصعقون               | 1          | 0.0012%
14064  | غوي                  | 1          | 0.0012%
14065  | وحيۭ                 | 1          | 0.0012%
14066  | علمهۥ                | 1          | 0.0012%
14067  | دنا                  | 1          | 0.0012%
14068  | فتدلي                | 1          | 0.0012%
14069  | قاب                  | 1          | 0.0012%
14070  | قوسين                | 1          | 0.0012%
14071  | الفؤاد               | 1          | 0.0012%
14072  | افتمرونهۥ            | 1          | 0.0012%
14073  | نزله                 | 1          | 0.0012%
14074  | سدره                 | 1          | 0.0012%
14075  | السدره               | 1          | 0.0012%
14076  | زاغ                  | 1          | 0.0012%
14077  | اللت                 | 1          | 0.0012%
14078  | والعزي               | 1          | 0.0012%
14079  | ومنوه                | 1          | 0.0012%
14080  | الثالثه              | 1          | 0.0012%
14081  | الكم                 | 1          | 0.0012%
14082  | قسمهۭ                | 1          | 0.0012%
14083  | ضيزي                 | 1          | 0.0012%
14084  | ملكۢ                 | 1          | 0.0012%
14085  | ويرضي                | 1          | 0.0012%
14086  | ليسمون               | 1          | 0.0012%
14087  | تسميه                | 1          | 0.0012%
14088  | مبلغهم               | 1          | 0.0012%
14089  | ويجزي                | 1          | 0.0012%
14090  | اللمم                | 1          | 0.0012%
14091  | اجنهۭ                | 1          | 0.0012%
14092  | تزكوا۟               | 1          | 0.0012%
14093  | واعطي                | 1          | 0.0012%
14094  | واكدي                | 1          | 0.0012%
14095  | اعندهۥ               | 1          | 0.0012%
14096  | ينبا                 | 1          | 0.0012%
14097  | سعيهۥ                | 1          | 0.0012%
14098  | يجزيه                | 1          | 0.0012%
14099  | الجزاء               | 1          | 0.0012%
14100  | الاوفي               | 1          | 0.0012%
14101  | اضحك                 | 1          | 0.0012%
14102  | وابكي                | 1          | 0.0012%
14103  | امات                 | 1          | 0.0012%
14104  | واحيا                | 1          | 0.0012%
14105  | واقني                | 1          | 0.0012%
14106  | الشعري               | 1          | 0.0012%
14107  | عادا                 | 1          | 0.0012%
14108  | ابقي                 | 1          | 0.0012%
14109  | واطغي                | 1          | 0.0012%
14110  | والمؤتفكه            | 1          | 0.0012%
14111  | اهوي                 | 1          | 0.0012%
14112  | فغشيها               | 1          | 0.0012%
14113  | غشي                  | 1          | 0.0012%
14114  | تتماري               | 1          | 0.0012%
14115  | ازفت                 | 1          | 0.0012%
14116  | كاشفه                | 1          | 0.0012%
14117  | تعجبون               | 1          | 0.0012%
14118  | وتضحكون              | 1          | 0.0012%
14119  | تبكون                | 1          | 0.0012%
14120  | سمدون                | 1          | 0.0012%
14121  | فاسجدوا۟             | 1          | 0.0012%
14122  | اقتربت               | 1          | 0.0012%
14123  | وانشق                | 1          | 0.0012%
14124  | يعرضوا۟              | 1          | 0.0012%
14125  | ويقولوا۟             | 1          | 0.0012%
14126  | مستمرۭ               | 1          | 0.0012%
14127  | مزدجر                | 1          | 0.0012%
14128  | حكمهۢ                | 1          | 0.0012%
14129  | بلغهۭ                | 1          | 0.0012%
14130  | نكر                  | 1          | 0.0012%
14131  | خشعا                 | 1          | 0.0012%
14132  | جرادۭ                | 1          | 0.0012%
14133  | منتشرۭ               | 1          | 0.0012%
14134  | عسرۭ                 | 1          | 0.0012%
14135  | وازدجر               | 1          | 0.0012%
14136  | مغلوبۭ               | 1          | 0.0012%
14137  | فانتصر               | 1          | 0.0012%
14138  | ففتحنا               | 1          | 0.0012%
14139  | منهمرۢ               | 1          | 0.0012%
14140  | عيونۭا               | 1          | 0.0012%
14141  | فالتقي               | 1          | 0.0012%
14142  | وحملنه               | 1          | 0.0012%
14143  | الوحۢ                | 1          | 0.0012%
14144  | ودسرۢ                | 1          | 0.0012%
14145  | تركنها               | 1          | 0.0012%
14146  | نحسۢ                 | 1          | 0.0012%
14147  | مستمرۢ               | 1          | 0.0012%
14148  | تنزع                 | 1          | 0.0012%
14149  | نخلۢ                 | 1          | 0.0012%
14150  | منقعرۢ               | 1          | 0.0012%
14151  | ابشرۭا               | 1          | 0.0012%
14152  | نتبعهۥ               | 1          | 0.0012%
14153  | وسعر                 | 1          | 0.0012%
14154  | اءلقي                | 1          | 0.0012%
14155  | اشرۭ                 | 1          | 0.0012%
14156  | الكذاب               | 1          | 0.0012%
14157  | الاشر                | 1          | 0.0012%
14158  | مرسلوا۟              | 1          | 0.0012%
14159  | فارتقبهم             | 1          | 0.0012%
14160  | قسمهۢ                | 1          | 0.0012%
14161  | شربۢ                 | 1          | 0.0012%
14162  | محتضرۭ               | 1          | 0.0012%
14163  | صاحبهم               | 1          | 0.0012%
14164  | فتعاطي               | 1          | 0.0012%
14165  | فعقر                 | 1          | 0.0012%
14166  | كهشيم                | 1          | 0.0012%
14167  | المحتظر              | 1          | 0.0012%
14168  | حاصبا                | 1          | 0.0012%
14169  | نجينهم               | 1          | 0.0012%
14170  | انذرهم               | 1          | 0.0012%
14171  | بطشتنا               | 1          | 0.0012%
14172  | فتماروا۟             | 1          | 0.0012%
14173  | رودوه                | 1          | 0.0012%
14174  | ضيفهۦ                | 1          | 0.0012%
14175  | فطمسنا               | 1          | 0.0012%
14176  | صبحهم                | 1          | 0.0012%
14177  | بكره                 | 1          | 0.0012%
14178  | عزيزۢ                | 1          | 0.0012%
14179  | مقتدر                | 1          | 0.0012%
14180  | اكفاركم              | 1          | 0.0012%
14181  | او۟لئكم              | 1          | 0.0012%
14182  | منتصرۭ               | 1          | 0.0012%
14183  | سيهزم                | 1          | 0.0012%
14184  | ويولون               | 1          | 0.0012%
14185  | الدبر                | 1          | 0.0012%
14186  | ادهي                 | 1          | 0.0012%
14187  | وسعرۢ                | 1          | 0.0012%
14188  | كلمحۭ                | 1          | 0.0012%
14189  | بالبصر               | 1          | 0.0012%
14190  | اشياعكم              | 1          | 0.0012%
14191  | صغيرۢ                | 1          | 0.0012%
14192  | وكبيرۢ               | 1          | 0.0012%
14193  | مستطر                | 1          | 0.0012%
14194  | ونهرۢ                | 1          | 0.0012%
14195  | مليكۢ                | 1          | 0.0012%
14196  | مقتدرۭ               | 1          | 0.0012%
14197  | البيان               | 1          | 0.0012%
14198  | بحسبانۢ              | 1          | 0.0012%
14199  | يسجدان               | 1          | 0.0012%
14200  | رفعها                | 1          | 0.0012%
14201  | الوزن                | 1          | 0.0012%
14202  | تخسروا۟              | 1          | 0.0012%
14203  | وضعها                | 1          | 0.0012%
14204  | للانام               | 1          | 0.0012%
14205  | الاكمام              | 1          | 0.0012%
14206  | والحب                | 1          | 0.0012%
14207  | العصف                | 1          | 0.0012%
14208  | والريحان             | 1          | 0.0012%
14209  | كالفخار              | 1          | 0.0012%
14210  | الجان                | 1          | 0.0012%
14211  | مارجۢ                | 1          | 0.0012%
14212  | المغربين             | 1          | 0.0012%
14213  | يلتقيان              | 1          | 0.0012%
14214  | برزخۭ                | 1          | 0.0012%
14215  | يبغيان               | 1          | 0.0012%
14216  | المنشات              | 1          | 0.0012%
14217  | ويبقي                | 1          | 0.0012%
14218  | يسلهۥ                | 1          | 0.0012%
14219  | سنفرغ                | 1          | 0.0012%
14220  | الثقلان              | 1          | 0.0012%
14221  | تنفذوا۟              | 1          | 0.0012%
14222  | اقطار                | 1          | 0.0012%
14223  | فانفذوا۟             | 1          | 0.0012%
14224  | تنفذون               | 1          | 0.0012%
14225  | عليكما               | 1          | 0.0012%
14226  | شواظۭ                | 1          | 0.0012%
14227  | ونحاسۭ               | 1          | 0.0012%
14228  | تنتصران              | 1          | 0.0012%
14229  | وردهۭ                | 1          | 0.0012%
14230  | كالدهان              | 1          | 0.0012%
14231  | ذنۢبهۦ               | 1          | 0.0012%
14232  | يعرف                 | 1          | 0.0012%
14233  | فيؤخذ                | 1          | 0.0012%
14234  | بالنوصي              | 1          | 0.0012%
14235  | والاقدام             | 1          | 0.0012%
14236  | يطوفون               | 1          | 0.0012%
14237  | ءانۢ                 | 1          | 0.0012%
14238  | ذواتا                | 1          | 0.0012%
14239  | افنانۢ               | 1          | 0.0012%
14240  | تجريان               | 1          | 0.0012%
14241  | فكههۢ                | 1          | 0.0012%
14242  | زوجان                | 1          | 0.0012%
14243  | فرشۭ                 | 1          | 0.0012%
14244  | بطائنها              | 1          | 0.0012%
14245  | استبرقۢ              | 1          | 0.0012%
14246  | وجني                 | 1          | 0.0012%
14247  | دانۢ                 | 1          | 0.0012%
14248  | الياقوت              | 1          | 0.0012%
14249  | مدهامتان             | 1          | 0.0012%
14250  | نضاختان              | 1          | 0.0012%
14251  | ونخلۭ                | 1          | 0.0012%
14252  | ورمانۭ               | 1          | 0.0012%
14253  | خيرت                 | 1          | 0.0012%
14254  | حسانۭ                | 1          | 0.0012%
14255  | حورۭ                 | 1          | 0.0012%
14256  | مقصورتۭ              | 1          | 0.0012%
14257  | الخيام               | 1          | 0.0012%
14258  | رفرف                 | 1          | 0.0012%
14259  | وعبقري               | 1          | 0.0012%
14260  | حسانۢ                | 1          | 0.0012%
14261  | لوقعتها              | 1          | 0.0012%
14262  | كاذبه                | 1          | 0.0012%
14263  | خافضهۭ               | 1          | 0.0012%
14264  | رافعه                | 1          | 0.0012%
14265  | رجت                  | 1          | 0.0012%
14266  | رجۭا                 | 1          | 0.0012%
14267  | وبست                 | 1          | 0.0012%
14268  | بسۭا                 | 1          | 0.0012%
14269  | منۢبثۭا              | 1          | 0.0012%
14270  | فاصحب                | 1          | 0.0012%
14271  | السبقون              | 1          | 0.0012%
14272  | موضونهۢ              | 1          | 0.0012%
14273  | باكوابۢ              | 1          | 0.0012%
14274  | واباريق              | 1          | 0.0012%
14275  | وكاسۢ                | 1          | 0.0012%
14276  | معينۢ                | 1          | 0.0012%
14277  | يتخيرون              | 1          | 0.0012%
14278  | طيرۢ                 | 1          | 0.0012%
14279  | وحور                 | 1          | 0.0012%
14280  | كامثل                | 1          | 0.0012%
14281  | المكنون              | 1          | 0.0012%
14282  | تاثيما               | 1          | 0.0012%
14283  | مخضودۢ               | 1          | 0.0012%
14284  | وطلحۢ                | 1          | 0.0012%
14285  | ممدودۢ               | 1          | 0.0012%
14286  | وماءۢ                | 1          | 0.0012%
14287  | مسكوبۢ               | 1          | 0.0012%
14288  | مقطوعهۢ              | 1          | 0.0012%
14289  | ممنوعهۢ              | 1          | 0.0012%
14290  | وفرشۢ                | 1          | 0.0012%
14291  | مرفوعه               | 1          | 0.0012%
14292  | انشانهن              | 1          | 0.0012%
14293  | انشاءۭ               | 1          | 0.0012%
14294  | فجعلنهن              | 1          | 0.0012%
14295  | ابكارا               | 1          | 0.0012%
14296  | عربا                 | 1          | 0.0012%
14297  | وثلهۭ                | 1          | 0.0012%
14298  | سمومۢ                | 1          | 0.0012%
14299  | وحميمۢ               | 1          | 0.0012%
14300  | يحمومۢ               | 1          | 0.0012%
14301  | باردۢ                | 1          | 0.0012%
14302  | مترفين               | 1          | 0.0012%
14303  | يصرون                | 1          | 0.0012%
14304  | الحنث                | 1          | 0.0012%
14305  | ائذا                 | 1          | 0.0012%
14306  | والءاخرين            | 1          | 0.0012%
14307  | لمجموعون             | 1          | 0.0012%
14308  | المكذبون             | 1          | 0.0012%
14309  | شجرۢ                 | 1          | 0.0012%
14310  | زقومۢ                | 1          | 0.0012%
14311  | الهيم                | 1          | 0.0012%
14312  | نزلهم                | 1          | 0.0012%
14313  | تصدقون               | 1          | 0.0012%
14314  | تخلقونهۥ             | 1          | 0.0012%
14315  | وننشئكم              | 1          | 0.0012%
14316  | تحرثون               | 1          | 0.0012%
14317  | تزرعونهۥ             | 1          | 0.0012%
14318  | الزرعون              | 1          | 0.0012%
14319  | فظلتم                | 1          | 0.0012%
14320  | تفكهون               | 1          | 0.0012%
14321  | لمغرمون              | 1          | 0.0012%
14322  | انزلتموه             | 1          | 0.0012%
14323  | المزن                | 1          | 0.0012%
14324  | المنزلون             | 1          | 0.0012%
14325  | اجاجۭا               | 1          | 0.0012%
14326  | تورون                | 1          | 0.0012%
14327  | انشاتم               | 1          | 0.0012%
14328  | شجرتها               | 1          | 0.0012%
14329  | المنشون              | 1          | 0.0012%
14330  | ومتعۭا               | 1          | 0.0012%
14331  | للمقوين              | 1          | 0.0012%
14332  | بموقع                | 1          | 0.0012%
14333  | لقسمۭ                | 1          | 0.0012%
14334  | لقرءانۭ              | 1          | 0.0012%
14335  | مكنونۢ               | 1          | 0.0012%
14336  | يمسهۥ                | 1          | 0.0012%
14337  | المطهرون             | 1          | 0.0012%
14338  | افبهذا               | 1          | 0.0012%
14339  | مدهنون               | 1          | 0.0012%
14340  | الحلقوم              | 1          | 0.0012%
14341  | حينئذۢ               | 1          | 0.0012%
14342  | مدينين               | 1          | 0.0012%
14343  | ترجعونها             | 1          | 0.0012%
14344  | فروحۭ                | 1          | 0.0012%
14345  | وريحانۭ              | 1          | 0.0012%
14346  | فسلمۭ                | 1          | 0.0012%
14347  | فنزلۭ                | 1          | 0.0012%
14348  | وتصليه               | 1          | 0.0012%
14349  | جحيم                 | 1          | 0.0012%
14350  | والءاخر              | 1          | 0.0012%
14351  | والظهر               | 1          | 0.0012%
14352  | والباطن              | 1          | 0.0012%
14353  | مستخلفين             | 1          | 0.0012%
14354  | بشريكم               | 1          | 0.0012%
14355  | انظرونا              | 1          | 0.0012%
14356  | نقتبس                | 1          | 0.0012%
14357  | نوركم                | 1          | 0.0012%
14358  | فالتمسوا۟            | 1          | 0.0012%
14359  | بسورۢ                | 1          | 0.0012%
14360  | باطنهۥ               | 1          | 0.0012%
14361  | وظهرهۥ               | 1          | 0.0012%
14362  | ينادونهم             | 1          | 0.0012%
14363  | وتربصتم              | 1          | 0.0012%
14364  | وارتبتم              | 1          | 0.0012%
14365  | الاماني              | 1          | 0.0012%
14366  | وغركم                | 1          | 0.0012%
14367  | ماويكم               | 1          | 0.0012%
14368  | يان                  | 1          | 0.0012%
14369  | تخشع                 | 1          | 0.0012%
14370  | لذكر                 | 1          | 0.0012%
14371  | فطال                 | 1          | 0.0012%
14372  | الامد                | 1          | 0.0012%
14373  | فقست                 | 1          | 0.0012%
14374  | والمصدقت             | 1          | 0.0012%
14375  | الصديقون             | 1          | 0.0012%
14376  | ونورهم               | 1          | 0.0012%
14377  | وتفاخرۢ              | 1          | 0.0012%
14378  | وتكاثرۭ              | 1          | 0.0012%
14379  | غيث                  | 1          | 0.0012%
14380  | اعجب                 | 1          | 0.0012%
14381  | سابقوا۟              | 1          | 0.0012%
14382  | كعرض                 | 1          | 0.0012%
14383  | نبراها               | 1          | 0.0012%
14384  | تاسوا۟               | 1          | 0.0012%
14385  | تفرحوا۟              | 1          | 0.0012%
14386  | ليقوم                | 1          | 0.0012%
14387  | باسۭ                 | 1          | 0.0012%
14388  | ورسلهۥ               | 1          | 0.0012%
14389  | مهتدۢ                | 1          | 0.0012%
14390  | قفينا                | 1          | 0.0012%
14391  | برسلنا               | 1          | 0.0012%
14392  | ورهبانيه             | 1          | 0.0012%
14393  | ابتدعوها             | 1          | 0.0012%
14394  | كتبنها               | 1          | 0.0012%
14395  | رعوها                | 1          | 0.0012%
14396  | رعايتها              | 1          | 0.0012%
14397  | فاتينا               | 1          | 0.0012%
14398  | برسولهۦ              | 1          | 0.0012%
14399  | كفلين                | 1          | 0.0012%
14400  | تمشون                | 1          | 0.0012%
14401  | تجدلك                | 1          | 0.0012%
14402  | وتشتكي               | 1          | 0.0012%
14403  | تحاوركما             | 1          | 0.0012%
14404  | ولدنهم               | 1          | 0.0012%
14405  | منكرۭا               | 1          | 0.0012%
14406  | توعظون               | 1          | 0.0012%
14407  | فاطعام               | 1          | 0.0012%
14408  | ستين                 | 1          | 0.0012%
14409  | كبتوا۟               | 1          | 0.0012%
14410  | كبت                  | 1          | 0.0012%
14411  | احصيه                | 1          | 0.0012%
14412  | ونسوه                | 1          | 0.0012%
14413  | خمسه                 | 1          | 0.0012%
14414  | ويتنجون              | 1          | 0.0012%
14415  | حيوك                 | 1          | 0.0012%
14416  | يحيك                 | 1          | 0.0012%
14417  | يعذبنا               | 1          | 0.0012%
14418  | تنجيتم               | 1          | 0.0012%
14419  | تتنجوا۟              | 1          | 0.0012%
14420  | وتنجوا۟              | 1          | 0.0012%
14421  | ليحزن                | 1          | 0.0012%
14422  | بضارهم               | 1          | 0.0012%
14423  | تفسحوا۟              | 1          | 0.0012%
14424  | المجلس               | 1          | 0.0012%
14425  | فافسحوا۟             | 1          | 0.0012%
14426  | يفسح                 | 1          | 0.0012%
14427  | انشزوا۟              | 1          | 0.0012%
14428  | فانشزوا۟             | 1          | 0.0012%
14429  | نجيتم                | 1          | 0.0012%
14430  | فقدموا۟              | 1          | 0.0012%
14431  | ءاشفقتم              | 1          | 0.0012%
14432  | صدقتۢ                | 1          | 0.0012%
14433  | وتاب                 | 1          | 0.0012%
14434  | فيحلفون              | 1          | 0.0012%
14435  | استحوذ               | 1          | 0.0012%
14436  | الاذلين              | 1          | 0.0012%
14437  | لاغلبن               | 1          | 0.0012%
14438  | يوادون               | 1          | 0.0012%
14439  | حاد                  | 1          | 0.0012%
14440  | اخونهم               | 1          | 0.0012%
14441  | عشيرتهم              | 1          | 0.0012%
14442  | وايدهم               | 1          | 0.0012%
14443  | بروحۢ                | 1          | 0.0012%
14444  | لاول                 | 1          | 0.0012%
14445  | الحشر                | 1          | 0.0012%
14446  | مانعتهم              | 1          | 0.0012%
14447  | حصونهم               | 1          | 0.0012%
14448  | يحتسبوا۟             | 1          | 0.0012%
14449  | يخربون               | 1          | 0.0012%
14450  | وايدي                | 1          | 0.0012%
14451  | فاعتبروا۟            | 1          | 0.0012%
14452  | الجلاء               | 1          | 0.0012%
14453  | لعذبهم               | 1          | 0.0012%
14454  | يشاق                 | 1          | 0.0012%
14455  | قطعتم                | 1          | 0.0012%
14456  | لينه                 | 1          | 0.0012%
14457  | تركتموها             | 1          | 0.0012%
14458  | قائمه                | 1          | 0.0012%
14459  | اصولها               | 1          | 0.0012%
14460  | وليخزي               | 1          | 0.0012%
14461  | اوجفتم               | 1          | 0.0012%
14462  | خيلۢ                 | 1          | 0.0012%
14463  | ركابۢ                | 1          | 0.0012%
14464  | يسلط                 | 1          | 0.0012%
14465  | دولهۢ                | 1          | 0.0012%
14466  | الاغنياء             | 1          | 0.0012%
14467  | نهيكم                | 1          | 0.0012%
14468  | فانتهوا۟             | 1          | 0.0012%
14469  | وينصرون              | 1          | 0.0012%
14470  | تبوءو                | 1          | 0.0012%
14471  | هاجر                 | 1          | 0.0012%
14472  | ويؤثرون              | 1          | 0.0012%
14473  | خصاصهۭ               | 1          | 0.0012%
14474  | ولاخوننا             | 1          | 0.0012%
14475  | غلۭا                 | 1          | 0.0012%
14476  | اخرجتم               | 1          | 0.0012%
14477  | لنخرجن               | 1          | 0.0012%
14478  | نطيع                 | 1          | 0.0012%
14479  | قوتلتم               | 1          | 0.0012%
14480  | لننصرنكم             | 1          | 0.0012%
14481  | قوتلوا۟              | 1          | 0.0012%
14482  | نصروهم               | 1          | 0.0012%
14483  | ليولن                | 1          | 0.0012%
14484  | لانتم                | 1          | 0.0012%
14485  | رهبهۭ                | 1          | 0.0012%
14486  | محصنه                | 1          | 0.0012%
14487  | جدرۭ                 | 1          | 0.0012%
14488  | باسهم                | 1          | 0.0012%
14489  | تحسبهم               | 1          | 0.0012%
14490  | عقبتهما              | 1          | 0.0012%
14491  | ولتنظر               | 1          | 0.0012%
14492  | لغدۢ                 | 1          | 0.0012%
14493  | لرايتهۥ              | 1          | 0.0012%
14494  | خشعۭا                | 1          | 0.0012%
14495  | متصدعۭا              | 1          | 0.0012%
14496  | المؤمن               | 1          | 0.0012%
14497  | المهيمن              | 1          | 0.0012%
14498  | الجبار               | 1          | 0.0012%
14499  | المتكبر              | 1          | 0.0012%
14500  | البارئ               | 1          | 0.0012%
14501  | المصور               | 1          | 0.0012%
14502  | عدوي                 | 1          | 0.0012%
14503  | تلقون                | 1          | 0.0012%
14504  | خرجتم                | 1          | 0.0012%
14505  | جهدۭا                | 1          | 0.0012%
14506  | مرضاتي               | 1          | 0.0012%
14507  | اخفيتم               | 1          | 0.0012%
14508  | اعلنتم               | 1          | 0.0012%
14509  | يفعله                | 1          | 0.0012%
14510  | يثقفوكم              | 1          | 0.0012%
14511  | ويبسطوا۟             | 1          | 0.0012%
14512  | والسنتهم             | 1          | 0.0012%
14513  | وودوا۟               | 1          | 0.0012%
14514  | تنفعكم               | 1          | 0.0012%
14515  | لقومهم               | 1          | 0.0012%
14516  | برءؤا۟               | 1          | 0.0012%
14517  | لاستغفرن             | 1          | 0.0012%
14518  | انبنا                | 1          | 0.0012%
14519  | عاديتم               | 1          | 0.0012%
14520  | يخرجوكم              | 1          | 0.0012%
14521  | تبروهم               | 1          | 0.0012%
14522  | وتقسطوا۟             | 1          | 0.0012%
14523  | واخرجوكم             | 1          | 0.0012%
14524  | وظهروا۟              | 1          | 0.0012%
14525  | اخراجكم              | 1          | 0.0012%
14526  | مهجرتۢ               | 1          | 0.0012%
14527  | فامتحنوهن            | 1          | 0.0012%
14528  | بايمنهن              | 1          | 0.0012%
14529  | علمتموهن             | 1          | 0.0012%
14530  | ترجعوهن              | 1          | 0.0012%
14531  | تمسكوا۟              | 1          | 0.0012%
14532  | بعصم                 | 1          | 0.0012%
14533  | الكوافر              | 1          | 0.0012%
14534  | وليسلوا۟             | 1          | 0.0012%
14535  | فعاقبتم              | 1          | 0.0012%
14536  | ذهبت                 | 1          | 0.0012%
14537  | يبايعنك              | 1          | 0.0012%
14538  | يشركن                | 1          | 0.0012%
14539  | يسرقن                | 1          | 0.0012%
14540  | يزنين                | 1          | 0.0012%
14541  | يقتلن                | 1          | 0.0012%
14542  | ببهتنۢ               | 1          | 0.0012%
14543  | يفترينهۥ             | 1          | 0.0012%
14544  | وارجلهن              | 1          | 0.0012%
14545  | يعصينك               | 1          | 0.0012%
14546  | فبايعهن              | 1          | 0.0012%
14547  | بنينۭ                | 1          | 0.0012%
14548  | مرصوصۭ               | 1          | 0.0012%
14549  | تؤذونني              | 1          | 0.0012%
14550  | زاغوا۟               | 1          | 0.0012%
14551  | ازاغ                 | 1          | 0.0012%
14552  | ومبشرۢا              | 1          | 0.0012%
14553  | برسولۢ               | 1          | 0.0012%
14554  | احمد                 | 1          | 0.0012%
14555  | يدعي                 | 1          | 0.0012%
14556  | ليطفوا۟              | 1          | 0.0012%
14557  | تجرهۢ                | 1          | 0.0012%
14558  | تنجيكم               | 1          | 0.0012%
14559  | وتجهدون              | 1          | 0.0012%
14560  | تحبونها              | 1          | 0.0012%
14561  | وفتحۭ                | 1          | 0.0012%
14562  | للحواريۦن            | 1          | 0.0012%
14563  | فامنت                | 1          | 0.0012%
14564  | وكفرت                | 1          | 0.0012%
14565  | فايدنا               | 1          | 0.0012%
14566  | عدوهم                | 1          | 0.0012%
14567  | حملوا۟               | 1          | 0.0012%
14568  | يحملوها              | 1          | 0.0012%
14569  | الحمار               | 1          | 0.0012%
14570  | اسفارۢا              | 1          | 0.0012%
14571  | يتمنونهۥ             | 1          | 0.0012%
14572  | تفرون                | 1          | 0.0012%
14573  | ملقيكم               | 1          | 0.0012%
14574  | للصلوه               | 1          | 0.0012%
14575  | الجمعه               | 1          | 0.0012%
14576  | فاسعوا۟              | 1          | 0.0012%
14577  | لهوا                 | 1          | 0.0012%
14578  | انفضوا۟              | 1          | 0.0012%
14579  | وتركوك               | 1          | 0.0012%
14580  | اللهو                | 1          | 0.0012%
14581  | التجره               | 1          | 0.0012%
14582  | نشهد                 | 1          | 0.0012%
14583  | لرسولهۥ              | 1          | 0.0012%
14584  | فطبع                 | 1          | 0.0012%
14585  | اجسامهم              | 1          | 0.0012%
14586  | لقولهم               | 1          | 0.0012%
14587  | خشبۭ                 | 1          | 0.0012%
14588  | مسندهۭ               | 1          | 0.0012%
14589  | صيحه                 | 1          | 0.0012%
14590  | العدو                | 1          | 0.0012%
14591  | فاحذرهم              | 1          | 0.0012%
14592  | لووا۟                | 1          | 0.0012%
14593  | ورايتهم              | 1          | 0.0012%
14594  | استغفرت              | 1          | 0.0012%
14595  | ينفضوا۟              | 1          | 0.0012%
14596  | رجعنا                | 1          | 0.0012%
14597  | الاعز                | 1          | 0.0012%
14598  | الاذل                | 1          | 0.0012%
14599  | ولرسولهۦ             | 1          | 0.0012%
14600  | تلهكم                | 1          | 0.0012%
14601  | اخرتني               | 1          | 0.0012%
14602  | فاصدق                | 1          | 0.0012%
14603  | فذاقوا۟              | 1          | 0.0012%
14604  | ابشرۭ                | 1          | 0.0012%
14605  | يهدوننا              | 1          | 0.0012%
14606  | زعم                  | 1          | 0.0012%
14607  | يبعثوا۟              | 1          | 0.0012%
14608  | لتبعثن               | 1          | 0.0012%
14609  | لتنبؤن               | 1          | 0.0012%
14610  | عملتم                | 1          | 0.0012%
14611  | التغابن              | 1          | 0.0012%
14612  | ويدخله               | 1          | 0.0012%
14613  | فاحذروهم             | 1          | 0.0012%
14614  | وتصفحوا۟             | 1          | 0.0012%
14615  | وتغفروا۟             | 1          | 0.0012%
14616  | تقرضوا۟              | 1          | 0.0012%
14617  | يضعفه                | 1          | 0.0012%
14618  | حليم                 | 1          | 0.0012%
14619  | فطلقوهن              | 1          | 0.0012%
14620  | لعدتهن               | 1          | 0.0012%
14621  | واحصوا۟              | 1          | 0.0012%
14622  | تخرجوهن              | 1          | 0.0012%
14623  | بيوتهن               | 1          | 0.0012%
14624  | يخرجن                | 1          | 0.0012%
14625  | فارقوهن              | 1          | 0.0012%
14626  | مخرجۭا               | 1          | 0.0012%
14627  | ويرزقه               | 1          | 0.0012%
14628  | يحتسب                | 1          | 0.0012%
14629  | حسبهۥ                | 1          | 0.0012%
14630  | يئسن                 | 1          | 0.0012%
14631  | فعدتهن               | 1          | 0.0012%
14632  | يحضن                 | 1          | 0.0012%
14633  | واو۟لت               | 1          | 0.0012%
14634  | الاحمال              | 1          | 0.0012%
14635  | ويعظم                | 1          | 0.0012%
14636  | اسكنوهن              | 1          | 0.0012%
14637  | سكنتم                | 1          | 0.0012%
14638  | وجدكم                | 1          | 0.0012%
14639  | تضاروهن              | 1          | 0.0012%
14640  | لتضيقوا۟             | 1          | 0.0012%
14641  | او۟لت                | 1          | 0.0012%
14642  | حملۢ                 | 1          | 0.0012%
14643  | فانفقوا۟             | 1          | 0.0012%
14644  | ارضعن                | 1          | 0.0012%
14645  | واتمروا۟             | 1          | 0.0012%
14646  | تعاسرتم              | 1          | 0.0012%
14647  | فسترضع               | 1          | 0.0012%
14648  | لينفق                | 1          | 0.0012%
14649  | سعهۢ                 | 1          | 0.0012%
